"Country","Commodity","Flow","Unit","Year","Quantity","fad_fished","flow_binary","alpha_3"
"Jamaica","Fish for culture incl. ova, fingerlings etc.","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish heads, tail, maws etc., dried, salted, or in brine","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish heads, tail, maws etc., dried, salted, or in brine","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish live, nei","Exports","Tonnes",2014,1,0,1,"JAM"
"Jamaica","Fish live, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish liver oils, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced nei, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced nei, fresh or chilled","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced, frozen, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced, frozen, nei","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Fish meat, whether or not minced, frozen, nei","Production","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish meat, whether or not minced, frozen, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish minced nei, prepared or preserved","Exports","Tonnes",2014,5,0,1,"JAM"
"Jamaica","Fish minced nei, prepared or preserved","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Fish minced nei, prepared or preserved","Production","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish minced nei, prepared or preserved","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish nei, prepared or preserved, not minced","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish nei, salted or in brine","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish nei, salted or in brine","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish nei, salted or in brine","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish nei, smoked","Exports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Fish nei, smoked","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish waste, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish waste, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish, dried, salted or smoked","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish, dried, salted or smoked","Imports","Tonnes",2014,66,0,1,"JAM"
"Jamaica","Fish, fresh or chilled, nei","Exports","Tonnes",2014,1,0,1,"JAM"
"Jamaica","Fish, fresh or chilled, nei","Imports","Tonnes",2014,5,0,1,"JAM"
"Jamaica","Fish, fresh or chilled, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish, fresh, chilled or frozen","Imports","Tonnes",2014,2,0,1,"JAM"
"Jamaica","Fish, frozen, nei","Exports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Fish, frozen, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish, frozen, nei","Production","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fish, frozen, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fishmeal fit for human consumption, nei","Exports","Tonnes",2014,1,0,1,"JAM"
"Jamaica","Fishmeal fit for human consumption, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fishmeal fit for human consumption, nei","Reexports","Tonnes",2014,36,0,1,"JAM"
"Jamaica","Fishmeals, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Fishmeals, nei","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Flatfish nei, fillets, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Flatfish nei, frozen","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Flatfish nei, frozen","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Flatfish nei, frozen","Reexports","Tonnes",2014,11,0,1,"JAM"
"Jamaica","Flatfish, fresh or chilled, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Flying fish, fillets, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Flyingfishes, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Flyingfishes, frozen","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Flyingfishes, frozen","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Gadiformes fillets, frozen, nei","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Gadiformes, dried, whether or not salted, but not smoked","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Gadiformes, fillets, dried, salted or in brine, not smoked","Exports","Tonnes",2014,60,0,1,"JAM"
"Jamaica","Gadiformes, fillets, dried, salted or in brine, not smoked","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Haddock dried, whether or not salted, but not smoked","Imports","Tonnes",2014,1,0,1,"JAM"
"Jamaica","Haddock, fresh or chilled","Imports","Tonnes",2014,15,0,1,"JAM"
"Jamaica","Haddock, frozen","Exports","Tonnes",2014,21,0,1,"JAM"
"Jamaica","Haddock, frozen","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Hakes nei, frozen","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Hakes nei, frozen","Reexports","Tonnes",2014,12,0,1,"JAM"
"Jamaica","Halibuts nei, frozen","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Halibuts, fresh or chilled, nei","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Herring, salted or in brine","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Herring, salted or in brine","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Herrings nei, frozen","Imports","Tonnes",2014,9,0,1,"JAM"
"Jamaica","Herrings nei, smoked","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Herrings nei, smoked","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Herrings nei, smoked","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Herrings prepared or preserved, not minced, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Herrings prepared or preserved, not minced, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Herrings prepared or preserved, not minced, nei","Reexports","Tonnes",2014,20,0,1,"JAM"
"Jamaica","Herrings, dried, whether or not salted","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Herrings, dried, whether or not salted","Imports","Tonnes",2014,610,0,1,"JAM"
"Jamaica","Herrings, fresh or chilled, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Herrings, fresh or chilled, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Jack and horse mackerel, frozen","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Jack and horse mackerel, frozen","Imports","Tonnes",2014,1,0,1,"JAM"
"Jamaica","Jack and horse mackerel, frozen","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Jack and horse mackerels, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Jack and horse mackerels, fresh or chilled","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Livers, roes, milt, dried, salted or in brine, nei","Exports","Tonnes",2014,3,0,1,"JAM"
"Jamaica","Livers, roes, milt, dried, salted or in brine, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Livers, roes, milt, dried, salted or in brine, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Livers, roes, milt, fresh or chilled, nei","Imports","Tonnes",2014,728,0,1,"JAM"
"Jamaica","Livers, roes, milt, fresh or chilled, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Livers, roes, milt, frozen","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerel prepared or preserved, not minced, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerel prepared or preserved, not minced, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerel prepared or preserved, not minced, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerel, dried, whether or not salted, but not smoked","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerel, dried, whether or not salted, but not smoked","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerel, dried, whether or not salted, but not smoked","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerels nei, frozen","Exports","Tonnes",2014,28,0,1,"JAM"
"Jamaica","Mackerels nei, frozen","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerels nei, salted or in brine","Exports","Tonnes",2014,15,0,1,"JAM"
"Jamaica","Mackerels nei, salted or in brine","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerels nei, salted or in brine","Reexports","Tonnes",2014,688,0,1,"JAM"
"Jamaica","Mackerels, nei, fresh or chilled","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerels, nei, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerels, smoked","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Mackerels, smoked","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Marine fish fillets in blocks, nei, frozen","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Marine fish nei, minced, prepared or preserved","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Marine fish nei, prepared or preserved, not minced","Exports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Marine fish nei, prepared or preserved, not minced","Imports","Tonnes",2014,10,0,1,"JAM"
"Jamaica","Marine fish nei, prepared or preserved, not minced","Reexports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Marine fish nei, smoked","Exports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Marine fish nei, smoked","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Marine fish, fillets, dried, salted or in brine, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Marine fish, fresh or chilled, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Marine fish, fresh or chilled, nei","Imports","Tonnes",2014,143,0,1,"JAM"
"Jamaica","Marine fish, fresh or chilled, nei","Reexports","Tonnes",2014,30,0,1,"JAM"
"Jamaica","Marine fish, frozen, nei","Exports","Tonnes",2014,4,0,1,"JAM"
"Jamaica","Marine fish, frozen, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Marine fish, frozen, nei","Production","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Marine fish, frozen, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Miscellaneous marine fish nei, dried, whether or not salted","Imports","Tonnes",2014,7,0,1,"JAM"
"Jamaica","Miscellaneous marine fish, salted or in brine, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Miscellaneous marine fish, salted or in brine, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes",2014,16,1,1,"JAM"
"Jamaica","Miscellaneous pelagic fish fillets, frozen, nei","Reexports","Tonnes",2014,11,1,1,"JAM"
"Jamaica","Ornamental fish nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Ornamental fish nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Ornamental saltwater fish","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Ornamental saltwater fish","Imports","Tonnes",2014,3222,0,1,"JAM"
"Jamaica","Other  edible fish offal, dried, salted or in brine","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Other  edible fish offal, dried, salted or in brine","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Reexports","Tonnes",2014,48,0,1,"JAM"
"Jamaica","Plaices, frozen, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Saithe (=Pollock), fresh or chilled","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Saithe (=Pollock), fresh or chilled","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, fresh or chilled","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, fresh or chilled","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, frozen","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, frozen","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Exports","Tonnes",2014,168,0,1,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Seabass, frozen","Imports","Tonnes",2014,24,0,1,"JAM"
"Jamaica","Sharks nei, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sharks nei, frozen","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Sharks nei, frozen","Imports","Tonnes",2014,1,0,1,"JAM"
"Jamaica","Skipjack tuna, fresh or chilled","Imports","Tonnes",2014,2,1,1,"JAM"
"Jamaica","Skipjack tuna, frozen","Imports","Tonnes",2014,186,1,1,"JAM"
"Jamaica","Soles, fresh or chilled, nei","Imports","Tonnes",2014,1,0,1,"JAM"
"Jamaica","Swordfish fillets, fresh or chilled","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Swordfish fillets, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Swordfish fillets, fresh or chilled","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Swordfish fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Swordfish fillets, frozen","Reexports","Tonnes",2014,7803,0,1,"JAM"
"Jamaica","Swordfish meat, frozen","Exports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Swordfish meat, frozen","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Swordfish meat, frozen","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Swordfish, fresh or chilled","Imports","Tonnes",2014,79,0,1,"JAM"
"Jamaica","Swordfish, frozen","Imports","Tonnes",2014,8,0,1,"JAM"
"Jamaica","Swordfish, frozen","Reexports","Tonnes",2014,39,0,1,"JAM"
"Jamaica","Swordfish, meat, fresh or chilled","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Toothfish (Dissostichus spp.), fillets, frozen","Exports","Tonnes",2014,3,0,1,"JAM"
"Jamaica","Toothfish (Dissostichus spp.), fillets, frozen","Reexports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Toothfish (Dissostichus spp.), frozen","Imports","Tonnes",2014,0,0,0,"JAM"
"Jamaica","Tuna loins and fillets, frozen","Imports","Tonnes",2014,391,1,1,"JAM"
"Jamaica","Tuna loins and fillets, frozen","Reexports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas nei, frozen","Exports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas nei, frozen","Imports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas nei, frozen","Reexports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas prepared or preserved, not minced, nei","Exports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas prepared or preserved, not minced, nei","Imports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas prepared or preserved, not minced, nei","Reexports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas, fresh or chilled, nei","Exports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas, fresh or chilled, nei","Imports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Tunas, fresh or chilled, nei","Reexports","Tonnes",2014,11,1,1,"JAM"
"Jamaica","Turbot, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"JAM"
"Jamaica","Yellowfin tuna, fresh or chilled","Exports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Yellowfin tuna, fresh or chilled","Imports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Yellowfin tuna, fresh or chilled","Reexports","Tonnes",2014,1,1,1,"JAM"
"Jamaica","Yellowfin tuna, frozen, nei","Imports","Tonnes",2014,NA,1,NA,"JAM"
"Jamaica","Yellowfin tuna, frozen, nei","Reexports","Tonnes",2014,NA,1,NA,"JAM"
"Martinique","Alaska pollock fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Alaska pollock, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes",2014,4,1,1,"MTQ"
"Martinique","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes",2014,NA,1,NA,"MTQ"
"Martinique","Albacore (=Longfin tuna), gilled, gutted, frozen","Imports","Tonnes",2014,NA,1,NA,"MTQ"
"Martinique","Albacore (=Longfin tuna), heads-off, etc., frozen","Imports","Tonnes",2014,145,1,1,"MTQ"
"Martinique","Anchovies nei, dried, whether or not salted, but not smoked","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Anchovies, prepared or preserved, not minced","Imports","Tonnes",2014,20,0,1,"MTQ"
"Martinique","Anchovies, salted or in brine","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Atlantic cod, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Atlantic halibut, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Atlantic herring fillets, frozen","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Atlantic herring, fresh or chilled","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Atlantic herring, not minced, prep. or pres., nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Atlantic herring, smoked","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Atlantic redfishes, fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Atlantic redfishes, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Bonito (Sarda spp.), not minced, prepared or preserved, nei","Imports","Tonnes",2014,NA,1,NA,"MTQ"
"Martinique","Brisling or sprats, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Caviar substitutes","Imports","Tonnes",2014,5,0,1,"MTQ"
"Martinique","Cod nei fillets, dried, salted or in brine","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Cod nei, fillets, frozen","Imports","Tonnes",2014,3,0,1,"MTQ"
"Martinique","Cod, dried, unsalted (stockfish)","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Cod, dried, unsalted (stockfish)","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Cod, salted and dried (klipfish)","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Cods nei, salted or in brine","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Cods, fresh or chilled, nei","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Cods, fresh or chilled, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Cods, not minced, prepared or preserved","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Common sole, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","European plaice fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","European plaice, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","European sardine, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","European sardine, prepared or preserved, not minced, nei","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","European sardine, prepared or preserved, not minced, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Euthynnus other than skipjack prep. or pres. not minced, nei","Imports","Tonnes",2014,9,1,1,"MTQ"
"Martinique","Fish body oils, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish dried, whether or not salted, nei","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish dried, whether or not salted, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish fillets, dried, salted or in brine, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish fillets, fresh or chilled, nei","Imports","Tonnes",2014,20,0,1,"MTQ"
"Martinique","Fish fillets, frozen, nei","Exports","Tonnes",2014,1,0,1,"MTQ"
"Martinique","Fish fillets, prep. or pres, incl. raw, coated in batter or breadcrum, cooked or not, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish live, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish liver oils, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish minced (=surimi), frozen","Imports","Tonnes",2014,13,0,1,"MTQ"
"Martinique","Fish nei, salted or in brine","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish waste, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fish, fresh, chilled or frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Fishmeals, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Flatfish nei, frozen","Imports","Tonnes",2014,9,0,1,"MTQ"
"Martinique","Flatfish, fresh or chilled, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Flounder fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Gadiformes, fresh or chilled, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Gadiformes, not minced, prepared or preserved","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Greenland halibut, frozen","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Hake meat, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Hake nei fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Hake of the genus Urophycis, fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Hake, not minced, prepared or preserved","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Hakes nei, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Herring fillets, incl. coated in batter, cooked or not","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Herring meat, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Herring nei, fillets, frozen","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Herring, salted or in brine","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Jack and horse mackerel, frozen","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Livers, roes, milt, dried, salted or in brine, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Livers, roes, milt, fresh or chilled, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Livers, roes, milt, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Mackerel fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Mackerel prepared or preserved, not minced, nei","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Mackerel prepared or preserved, not minced, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Mackerels nei, frozen","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Mackerels, nei, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Mackerels, smoked","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Marine fish fillets, frozen, nei","Imports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Marine fish nei, minced, prepared or preserved","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Marine fish nei, minced, prepared or preserved","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Marine fish nei, prepared or preserved, not minced","Imports","Tonnes",2014,17,0,1,"MTQ"
"Martinique","Marine fish nei, smoked","Exports","Tonnes",2014,44,0,1,"MTQ"
"Martinique","Marine fish nei, smoked","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Marine fish, fresh or chilled, nei","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Marine fish, fresh or chilled, nei","Imports","Tonnes",2014,30,0,1,"MTQ"
"Martinique","Marine fish, frozen, nei","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Marine fish, frozen, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Miscellaneous demersal fish,nei, fresh or chilled","Imports","Tonnes",2014,8,0,1,"MTQ"
"Martinique","Miscellaneous marine fish fillets, fresh or chilled, nei","Exports","Tonnes",2014,0,0,0,"MTQ"
"Martinique","Miscellaneous marine fish meat, minced or not, frozen, nei","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Miscellaneous marine fish meat, minced or not, frozen, nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Ornamental fish nei","Exports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Ornamental fish nei","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Pacific cod fillets, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Pacific halibut, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Pilchards (Sardinops spp.) and Sardinellas, fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Pilchards (Sardinops spp.) and Sardinellas, frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Redfish nei, fillets, frozen","Imports","Tonnes",2014,1,0,1,"MTQ"
"Martinique","Saithe (=Pollock), fresh or chilled","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Saithe (=Pollock), frozen","Imports","Tonnes",2014,NA,0,NA,"MTQ"
"Martinique","Saithe (=Pollock), not minced, prepared or preserved","Imports","Tonnes",2014,NA,0,NA,"MTQ"
